Word,Mean,SD,Median,Min,Max,N
manipulate,5.478260869565218,1.5917276268082627,6,1,7,23
mankind,6.5,0.7801894976054939,7,5,7,24
manned,4.9523809523809526,1.6575943555704598,5,2,7,21
mannequin,2.8095238095238093,2.1358615970855324,2,1,6,21
manner,3.909090909090909,2.0215291456172695,4,1,7,22
manor,3.142857142857143,1.8516401995451028,3,1,7,21
manpower,5.454545454545454,1.7922391615298479,6,1,7,22
mansion,4.6,2.062190965683675,6,1,7,20
mansions,2.761904761904762,1.9210612146613628,2,1,7,21
manslaughter,5.7272727272727275,1.6670995108933298,6,1,7,22
mantle,1.9565217391304348,1.744556751977294,1,1,7,23
mantra,3.05,2.139232523470435,2.5,1,7,20
manufacture,4.190476190476191,2.65742446024431,4,1,7,21
manufacturer,4.666666666666667,2.105548226313834,5,1,7,21
manufacturing,3.4583333333333335,2.166527308784762,3,1,7,24
manure,2.08,1.4977761292440648,1,1,6,25
manuscript,3.4166666666666665,2.165272684236664,3.5,1,7,24
maple,1.625,1.4084373085707127,1,1,7,24
margarine,1.826086956521739,1.5855074872402406,1,1,7,23
margin,2.0869565217391304,1.3788349323798654,2,1,6,23
marijuana,4.043478260869565,2.5845390105845185,4,1,7,23
mariner,3.7142857142857144,2.052872551885702,4,1,7,21
marital,6.142857142857143,1.3522468075656264,7,3,7,21
marketing,6.25,1.0733936430981312,7,4,7,24
marketplace,6.125,1.8252456654188867,7,1,7,24
marksman,3.4761904761904763,1.9651729597938097,4,1,7,21
marksmanship,4.105263157894737,1.8825141829805179,4,1,7,19
marmalade,2.0869565217391304,1.3454652280315151,2,1,6,23
marriage,6.761904761904762,0.6248809410409238,7,5,7,21
marry,5.954545454545454,1.6176783106919363,7,1,7,22
marshmallow,2.5454545454545454,1.625020812387534,2,1,6,22
martyr,5.478260869565218,1.7286243931201823,6,1,7,23
marvel,3.8260869565217392,2.367433860323019,4,1,7,23
mascara,2.391304347826087,1.9006967725925863,1,1,7,23
masculine,4.260869565217392,2.220102194706521,5,1,7,23
masculinity,4.608695652173913,1.8766297265136729,5,1,7,23
masochist,4.409090909090909,2.4035507644017584,5,1,7,22
masquerade,5.086956521739131,2.0206444399174166,5,1,7,23
mass,3.25,2.197486602557807,3,1,7,20
massacre,5.869565217391305,1.7915038838941726,7,1,7,23
massage,4.285714285714286,2.326861773781527,4,1,7,21
masses,4.826086956521739,2.1245785445812215,5,1,7,23
masseur,5.409090909090909,1.6230216062021892,5.5,1,7,22
masseuse,4.090909090909091,2.0215291456172695,4,1,7,22
massive,3.380952380952381,2.246690688016276,3,1,7,21
master,5.956521739130435,1.4295028019803129,6,2,7,23
masterful,4.28,1.7916472867168918,4,1,7,25
mastermind,4.619047619047619,1.9868616075658234,5,1,7,21
masterpiece,3.9565217391304346,2.383241888108129,4,1,7,23
mastery,3.739130434782609,2.093656898702881,4,1,7,23
masturbate,3.3333333333333335,2.371326296779315,3,1,7,24
masturbation,3.75,2.069446470835178,4,1,7,24
matching,4.08,1.9983326383095816,4,1,7,25
matchmaker,5.666666666666667,1.4259499757471625,6,2,7,21
mate,6.2,1.3611140947574412,7,2,7,20
maternal,5.76,1.614517471774978,6,1,7,25
maternity,5.571428571428571,1.468721504282843,6,2,7,21
math,2.45,1.9861361590045288,1,1,7,20
mathematical,2.473684210526316,1.8064212949190015,2,1,7,19
mathematician,3.2,2.015727634065883,3,1,7,20
mathematics,3.1666666666666665,2.140025734641417,2,1,7,24
mating,6.380952380952381,1.023532631438318,7,4,7,21
matrimony,6.083333333333333,1.5298953265321544,7,2,7,24
matrix,3.0434782608695654,1.8944478895773593,2,1,7,23
matter,2.217391304347826,1.622470667591151,1,1,6,23
maturity,4.291666666666667,1.7810394294555532,4,1,7,24
maverick,2.764705882352941,1.855040827202527,2,1,7,17
maximize,2.9166666666666665,1.6918388932104942,3,1,6,24
maximum,2.5454545454545454,1.7922391615298479,2,1,7,22
may,2.4761904761904763,1.7210185245675778,2,1,7,21
mayday,4.333333333333333,2.086370335408023,5,1,7,18
mayflower,1.7619047619047619,1.2611408289624877,1,1,5,21
mayhem,4.72,2.0518284528683193,4,1,7,25
mayonnaise,1.6363636363636365,1.3289972784899773,1,1,6,22
meager,2.1052631578947367,1.1496249070460265,2,1,5,19
mean,3.9565217391304346,2.055552588159142,4,1,7,23
meanie,4.476190476190476,2.2275333357561142,4,1,7,21
meaning,3.5416666666666665,2.264646371601049,4,1,7,24
meaningful,3.5454545454545454,2.063913820812356,3.5,1,7,22
meaningless,2.7434944237918217,1.9224258372162004,2,1,7,538
meanness,4.2727272727272725,2.229281716090851,5,1,7,22
measurement,2.6818181818181817,1.6150000335062251,2,1,6,22
meathead,3.090909090909091,1.8233692233542071,3,1,7,22
mechanical,2.347826086956522,1.9213796097448008,2,1,7,23
mechanics,2.625,1.6100904646471967,2,1,6,24
mechanism,2.7142857142857144,1.9784553859730358,2,1,7,21
medallion,3.142857142857143,2.056349053193895,2,1,7,21
meddle,3.8636363636363638,2.2317077498004707,4,1,7,22
mediation,4.409090909090909,2.32295154837631,4,1,7,22
medical,4.7272727272727275,2.229281716090851,5,1,7,22
medicate,3.375,2.08123082312617,3,1,7,24
medication,3.727272727272727,2.2078176723767013,3.5,1,7,22
medicine,4.583333333333333,2.2441550490235675,5,1,7,24
medieval,3.5,2.1869176243407464,3,1,7,24
mediocre,3.52,1.9604421270043484,4,1,7,25
mediocrity,3.8,2.142305693455191,4,1,7,20
meditate,3.9565217391304346,2.265918655154826,5,1,7,23
meditation,4.105263157894737,2.5797230006793206,4,1,7,19
medium,2.8947368421052633,1.8825141829805179,2,1,7,19
medley,2.8636363636363638,1.7264181070990539,3,1,7,22
meek,3.5,2.1869176243407464,3,1,7,24
meet,5.916666666666667,1.8862584696941067,7,1,7,24
meeting,6.625,0.8242255917447338,7,4,7,24
melancholy,4.304347826086956,1.98711262911555,4,1,7,23
melodrama,5.1,2.100125309544522,6,1,7,20
melody,3.3333333333333335,1.879716290649558,3,1,6,21
melon,1.6363636363636365,1.3988244910316507,1,1,5,22
meltdown,3.6666666666666665,2.057154359296116,4,1,7,24
member,5.454545454545454,1.6540649128527987,6,1,7,22
membership,5.956521739130435,1.330695678260921,6,2,7,23
memento,3.090909090909091,1.9495809295501945,3,1,7,22
memorable,4.375,2.0175857290120396,5,1,7,24
memorandum,3.5714285714285716,1.776835067512699,4,1,7,21
memorial,5.0476190476190474,1.6874889770363088,5,2,7,21
memorize,2.857142857142857,2.1514114968019085,2,1,7,21
memory,4.2727272727272725,2.4335319850123036,5,1,7,22
menace,4.913043478260869,1.8808374217658008,5,1,7,23
mend,3.3333333333333335,1.9578900207451218,3,1,7,21
meningitis,2.85,2.1830688201896455,2,1,7,20
menopause,3.45,1.7910596686995397,4,1,7,20
menstrual,4.1,2.3373399185263666,4,1,7,20
mental,5.190476190476191,1.8060744065250363,5,1,7,21
mentality,4.96,2.009975124224178,5,1,7,25
menthol,1.6666666666666667,1.1105554165971787,1,1,5,21
mention,3.8461538461538463,2.0725309684983277,4,1,7,26
mentor,5.916666666666667,1.665941871387048,7,1,7,24
merchandise,3.56,2.180978373727412,3,1,7,25
merchant,5.368421052631579,1.9779486094826595,6,1,7,19
merciful,5.428571428571429,1.9639610121239315,6,1,7,21
merciless,4.6,2.21002500581233,5,1,7,20
mercy,5.130434782608695,1.96108383359089,6,1,7,23
mere,1.6666666666666667,1.0165300454651272,1,1,4,21
merge,3.8333333333333335,2.2778072344036158,4,1,7,24
merger,3.9523809523809526,2.011869540407391,4,1,7,21
merit,4.666666666666667,1.7701224063135672,5,1,7,21
message,5.7727272727272725,1.8498859213686454,7,1,7,22
messenger,5.916666666666667,1.4719601443879744,6,1,7,24
messiah,5.3,2.1545545393788235,6.5,1,7,20
metabolic,2.4545454545454546,1.7654696590094991,2,1,7,22
metabolism,2.782608695652174,1.881887875587859,3,1,7,23
metal,1.3636363636363635,0.902137912878521,1,1,4,22
metallic,2.347826086956522,1.944892977943047,1,1,7,23
metamorphosis,3.0833333333333335,2.2246966899599685,2.5,1,7,24
metaphor,2.652173913043478,1.944892977943047,2,1,7,23
metaphysical,2.526315789473684,1.9823785111334082,1,1,7,19
meteorite,1.9523809523809523,1.4654757069358222,1,1,6,21
methane,2,1.7194539072421902,1,1,7,24
method,2.272727272727273,1.6954229190555596,2,1,7,22
methodical,3.260869565217391,2.004934623834354,3,1,7,23
methodology,3.75,2.29128784747792,4,1,7,20
meticulous,3.608695652173913,2.2711456947537334,4,1,7,23
metric,1.9090909090909092,1.4111491740216522,1,1,6,22
metropolis,6,1.224744871391589,7,4,7,21
metropolitan,6.105263157894737,0.9941348467724344,6,4,7,19
microfilm,2.125,1.6762406177800526,1,1,6,24
microphone,2.6666666666666665,1.983263304085802,2,1,7,21
microscope,2.1904761904761907,1.6917165134574887,1,1,7,21
microscopic,1.7619047619047619,1.445847914020071,1,1,6,21
microwave,1.7142857142857142,1.820517979665599,1,1,7,21
mid,1.7142857142857142,0.9023778112773575,2,1,4,21
midair,1.6666666666666667,1.1105554165971787,1,1,5,21
middleman,5.136363636363637,1.8072724659646,5,1,7,22
middleweight,3.4545454545454546,1.9451349011186303,3.5,1,7,22
midlife,4.043478260869565,1.8458371067095625,4,1,7,23
midline,1.9,1.1652874052533586,1.5,1,4,20
midnight,2.238095238095238,1.670471846657761,1,1,7,21
midst,2.4761904761904763,1.2891488517253398,2,1,5,21
midsummer,2.4583333333333335,1.6145847942957392,2,1,6,24
midtown,3.84,2.1924111536540463,4,1,7,25
midwife,5.590909090909091,1.6230216062021892,6,1,7,22
mighty,4.083333333333333,2.041241452319315,4,1,7,24
migraine,2.9565217391304346,2.0333192941047544,2,1,7,23
migrate,4.72,1.9689252567496478,5,1,7,25
migration,5.7894736842105265,1.9315781506443852,7,1,7,19
mileage,2.272727272727273,1.7232808737106582,1,1,7,22
milestone,3.590909090909091,2.281584472604007,4,1,7,22
militant,5.7368421052631575,1.2401659953032227,6,3,7,19
milkshake,1.8095238095238095,1.2497618820818477,1,1,5,21
milky,2.0869565217391304,1.9751419621766402,1,1,7,23
millennium,3.56,2.2,4,1,7,25
milligram,1.4285714285714286,1.0757057484009542,1,1,5,21
millimeter,1.2173913043478262,0.5997364375010102,1,1,3,23
million,2.6666666666666665,2.0816659994661326,1,1,7,21
millionaire,5.142857142857143,1.9309509130403675,5,2,7,21
millionth,1.826086956521739,1.2667845448236068,1,1,4,23
millstone,2.3181818181818183,1.7011582507043235,2,1,7,22
mimic,5.2272727272727275,1.7709781580707415,5.5,1,7,22
mind,4.3478260869565215,2.013786475369086,5,1,7,23
mindful,3.4782608695652173,2.3133911593430287,3,1,7,23
mindless,4.238095238095238,2.119074371152695,5,1,7,21
minefield,3.125,2.3277625009587135,2,1,7,24
mingle,5.391304347826087,2.0613131391682122,7,1,7,23
mini,1.92,1.4410644214144859,1,1,6,25
miniature,1.5833333333333333,0.8805466023105079,1,1,4,24
minimal,2.1818181818181817,1.7081419489459644,2,1,7,22
minimize,2.625,1.9067956275430755,2,1,7,24
minion,3.9523809523809526,2.0365704131257156,4,1,7,21
minister,5.75,1.6484511834894675,6.5,1,7,24
ministry,6.260869565217392,1.3217547325894201,7,2,7,23
minor,3.652173913043478,2.102135184048783,3,1,7,23
minority,4.695652173913044,2.1623804771739965,5,1,7,23
minute,2.125,1.918162617216527,1,1,7,24
miracle,3.7916666666666665,2.302723655127566,3,1,7,24
miraculous,2.9545454545454546,2.27778657655007,2,1,7,22
mirage,2,1.7182493859684491,1,1,7,22
mirror,2.2857142857142856,1.6168752933623898,2,1,5,21
misbehave,4.809523809523809,2.088517359732679,6,1,7,21
miscarriage,4.217391304347826,2.08798558291632,5,1,7,23
mischief,4.380952380952381,1.8567765206451334,4,1,7,21
mischievous,4.0476190476190474,2.1089378956287566,4,1,7,21
misconduct,5.136363636363637,2.053926658528663,6,1,7,22
miserable,4,2.412090756622109,4,1,7,23
misery,3.9565217391304346,2.402238745033951,5,1,7,23
misfire,3.04,1.8814887722226779,3,1,7,25
misfit,4.739130434782608,2.093656898702881,5,1,7,23
misfortune,4.5,2.1984843263788196,5,1,7,22
mishap,3.5454545454545454,2.2620528545732785,3,1,7,22
mislead,4.181818181818182,2.2175998100985033,4.5,1,7,22
misplace,2.272727272727273,1.5790840679034455,2,1,6,22
misread,3,2.1669453555438456,2,1,7,24
miss,3.909090909090909,1.99783432529877,4,1,7,22
mission,3.652173913043478,1.6406399985198103,4,1,7,23
mistake,4.173913043478261,2.037203384166269,4,1,7,23
mister,4.428571428571429,2.1580414400893364,4,1,7,21
mistletoe,3.782608695652174,2.2351839814274883,4,1,7,23
mistress,5.916666666666667,1.316010660280157,6.5,3,7,24
mistrust,5.086956521739131,1.8808374217658008,6,1,7,23
misty,2.05,1.5719582155957412,1,1,6,20
misuse,3.3684210526315788,1.8918106058538346,4,1,7,19
mite,2,1.8439088914585775,1,1,7,21
mitigate,3.15,2.007223796297028,2.5,1,7,20
mitigating,2.9130434782608696,1.928566200298244,2,1,7,23
mitten,1.8095238095238095,1.2497618820818477,1,1,5,21
mixer,2.238095238095238,1.7861904127153383,1,1,7,21
mixture,2.5217391304347827,1.5629100252527568,2,1,6,23
mobile,3.6956521739130435,2.1623804771739965,4,1,7,23
mobility,3.2916666666666665,1.7315277663950703,3,1,7,24
mobilize,4.823529411764706,1.667156790678634,5,1,7,17
mockery,4.045454545454546,2.1707420878863553,3.5,1,7,22
mockingbird,2.1,1.5183093090324964,1,1,5,20
mode,2.5,1.8177865182927715,2,1,7,24
model,4.681818181818182,2.1466776908108742,5,1,7,22
modeling,4.333333333333333,1.9927404479142845,5,1,7,24
moderation,3.619047619047619,2.011869540407391,3,1,7,21
modest,4.291666666666667,2.0319013727063124,4.5,1,7,24
modesty,4.96,1.859211302317912,5,1,7,25
modification,3.15,1.8715318802914815,3,1,7,20
modify,2.4545454545454546,1.738287957055741,2,1,7,22
moisture,1.375,0.8242255917447338,1,1,4,24
molecular,1.7391304347826086,1.3888317950496063,1,1,5,23
molecule,2,1.745743121887939,1,1,6,22
molest,4.909090909090909,2.2447630251233734,6,1,7,22
molten,1.6666666666666667,1.2382783747337807,1,1,5,21
moment,3,2.215646837627989,2,1,7,23
momentary,2.72,1.9261360284258222,3,1,7,25
momentous,3.3043478260869565,1.8199596051634985,3,1,7,23
momentum,3.347826086956522,2.013786475369086,3,1,7,23
mommy,6.608695652173913,0.7827184815397382,7,4,7,23
monarch,5.1,1.8324559303956276,5,1,7,20
monarchy,5.409090909090909,1.6521008532886936,6,1,7,22
monastery,4.818181818181818,2.2175998100985033,5.5,1,7,22
monetary,4.25,2.345207879911715,5,1,7,24
monkey,2.28,1.768238294649979,1,1,7,25
monogamous,4.954545454545454,2.1486933510585255,5.5,1,7,22
monogamy,5.6,2.087557121815378,7,1,7,20
monologue,3.8,1.908430051942668,3.5,1,7,20
monopoly,4.904761904761905,2.1657507221460626,5,1,7,21
monotonous,3.4545454545454546,1.7922391615298479,3.5,1,7,22
monoxide,1.55,1.3168942730211068,1,1,6,20
monsieur,4.636363636363637,1.989148047961729,4.5,1,7,22
monster,3.3636363636363638,1.8656150408161594,3,1,7,22
monstrous,3.3684210526315788,2.2659441572943955,4,1,7,19
montage,3,2.1320071635561044,2,1,7,23
month,2.2083333333333335,1.6675722177612804,1,1,6,24
monument,3.1904761904761907,2.2498677209793385,2,1,7,21
moo,1.9047619047619047,1.4800257398019099,1,1,6,21
mooch,4.444444444444445,2.006525302818201,5,1,7,18
mood,4.909090909090909,1.9001025262836768,5,1,7,22
moody,4.956521739130435,1.821045176154847,5,1,7,23
moonlight,2.652173913043478,2.102135184048783,2,1,7,23
moonlit,1.565217391304348,1.5023038960368273,1,1,7,23
moonshine,2.7142857142857144,1.7071279138616748,2,1,6,21
mope,3.5555555555555554,2.381848570832975,3,1,7,18
moped,2.090909090909091,1.2309149097933274,2,1,5,22
morale,5.608695652173913,1.5879984667608413,6,2,7,23
morality,4.684210526315789,2.23737523746384,5,1,7,19
morbid,3.3636363636363638,2.1722372611238208,3,1,7,22
morning,1.894736842105263,1.4867838833500564,1,1,6,19
moron,4.5,2.0873770280289223,5,1,7,22
moronic,4.333333333333333,2.3008949665421112,5,1,7,18
morph,2.789473684210526,2.1233869006435357,2,1,7,19
morsel,2.2777777777777777,1.6379885640466822,2,1,6,18
mortality,5.5,1.5727950313140984,5,1,7,20
mortgage,3.1363636363636362,2.2102672655770355,2.5,1,7,22
mortician,3.8260869565217392,2.2289861925638563,3,1,7,23
mortuary,4.916666666666667,2.30154327555998,5.5,1,7,24
mosque,5.428571428571429,2.2264642052238024,7,1,7,21
mosquito,1.4736842105263157,1.1722922015640782,1,1,5,19
moth,1.391304347826087,0.7827184815397382,1,1,4,23
mother,6.666666666666667,0.9630868246861536,7,3,7,24
motherhood,5.909090909090909,2.04494943258218,7,1,7,22
motherland,5.333333333333333,1.857222485950146,5.5,1,7,24
motherless,4.454545454545454,2.283007054768165,4.5,1,7,22
motherly,5.7894736842105265,1.6858544608470492,7,1,7,19
motivate,5.260869565217392,1.8145220082922873,5,1,7,23
motive,4,1.7056057308448835,4,1,7,23
motorbike,1.88,1.5088627063675035,1,1,6,25
motorboat,2.260869565217391,1.7637097087556368,1,1,7,23
motorcycle,3.36,2.138535324312725,3,1,7,25
motorist,4.25,2.3265948246871155,4,1,7,24
motto,5,2.0851441405707476,6,1,7,24
mound,2.05,1.700619082322051,1,1,6,20
mountaintop,1.8333333333333333,1.4645571126562065,1,1,7,24
mourn,4.869565217391305,1.7915038838941726,5,1,7,23
mournful,4.190476190476191,2.088517359732679,4,1,7,21
mourning,5.363636363636363,2.279211529192759,7,1,7,22
mousetrap,1.7826086956521738,1.704446637451859,1,1,7,23
moustache,1.9565217391304348,1.4917427535227872,1,1,5,23
mouthful,2.7142857142857144,2.194148061158525,2,1,7,21
mouthpiece,1.9523809523809523,1.499206139134658,1,1,5,21
mouthwash,1.8,1.7350868323485928,1,1,7,20
move,3.7916666666666665,2.105462185481552,4,1,7,24
mucous,1.9545454545454546,1.6176783106919363,1,1,7,22
muddy,2.3684210526315788,1.6736694986296652,2,1,6,19
muffled,2.6,2.062190965683675,1,1,7,20
mug,2.04,1.968078589216735,1,1,7,25
mugger,4.608695652173913,2.310826897155345,5,1,7,23
mulberry,1.8636363636363635,1.4895015000377538,1,1,6,22
mullet,2.1363636363636362,1.4895015000377538,2,1,7,22
multimedia,4.5,2.12643813228478,4.5,1,7,24
multinational,6.130434782608695,1.0997664142934649,7,3,7,23
multiple,2.772727272727273,2.1141657857644396,2,1,7,22
multiplex,3.2857142857142856,2.3482516292522218,2,1,7,21
multiply,3.0434782608695654,1.8458371067095625,3,1,7,23
multitude,3.6818181818181817,2.2548648705444823,3,1,7,22
munch,2.869565217391304,2.0955439264845026,2,1,7,23
mundane,3.6666666666666665,2.1693045781865616,3.5,1,7,18
mural,2.391304347826087,1.827545060625483,2,1,7,23
murder,5.636363636363637,2.1722372611238208,7,1,7,22
murderer,5.521739130434782,1.7286243931201823,6,1,7,23
murderess,5.083333333333333,1.9318084941243567,6,1,7,24
murderous,5.782608695652174,1.881887875587859,7,1,7,23
murky,2.142857142857143,1.651838802235687,2,1,7,21
murmur,3.875,2.1732064068920196,4,1,7,24
muscular,3.130434782608696,2.360746180690391,2,1,7,23
muse,4.05,1.9049796241485242,4,1,7,20
museum,5.16,1.8184242262647807,6,1,7,25
musician,5.208333333333333,1.8645238736369987,5,1,7,24
musk,2.3,1.625455401774498,2,1,7,20
musketeer,3.2083333333333335,1.9776834640705199,3,1,7,24
must,2.347826086956522,1.6681153124565982,2,1,6,23
muster,2.869565217391304,1.9141660378748129,2,1,7,23
musty,2.0434782608695654,1.6916441939874305,1,1,7,23
mutate,2.8333333333333335,1.9778181680534621,2,1,7,18
mutation,3.3043478260869565,2.224548628551535,3,1,7,23
mute,3.84,2.2854612955229263,4,1,7,25
muted,2.4166666666666665,1.5857152183236398,2,1,6,24
mutilate,3.3,2.1545545393788235,3,1,7,20
mutilated,3.1363636363636362,2.144660136144443,2.5,1,7,22
mutilation,3.4761904761904763,2.0400746951777924,4,1,7,21
mutiny,5.526315789473684,1.896441728097696,6,1,7,19
mutter,3.727272727272727,2.2505410604863587,3.5,1,7,22
mutual,5.44,1.7578395831246945,6,1,7,25
mysterious,3.4285714285714284,1.8322507626258087,4,1,7,21
mystery,3.4285714285714284,1.8593393604027366,3,1,7,21
mystic,4.105263157894737,1.9117977822546814,4,1,7,19
mystical,3.772727272727273,1.9501359703954755,3.5,1,7,22
mysticism,3.6818181818181817,2.2758852518643553,3,1,7,22
mystique,3.5416666666666665,2.063748524170155,3,1,7,24
myth,4.173913043478261,2.081349516606156,5,1,7,23
mythical,2.9,2.04939015319192,2,1,7,20
mythology,4.157894736842105,1.9794263449218716,4,1,7,19
naive,3.619047619047619,2.0365704131257156,4,1,7,21
nakedness,3.739130434782609,2.300541266436461,4,1,7,23
name,4.4,2.5,5,1,7,25
nameless,4,1.7182493859684491,4,1,7,22
nappy,3.3636363636363638,1.9650628136199264,4,1,6,22
narcissism,5.130434782608695,1.9377669394079493,6,1,7,23
narcissist,4.666666666666667,2.160246899469287,5,1,7,24
narcissistic,4.7727272727272725,1.8239626714491246,5,2,7,22
narcotic,4.3,2.02874085917453,4.5,1,7,20
narrative,3.7142857142857144,1.9784553859730358,3,1,7,21
narrator,4.857142857142857,1.9820624179302297,5,1,7,21
narrow,2.4166666666666665,2.0624313778658907,1.5,1,7,24
