Word,Mean,SD,Median,Min,Max,N
interstellar,2.652173913043478,1.6681153124565982,2,1,7,23
interval,2.0952380952380953,1.3380867649282653,2,1,5,21
intervene,4.863636363636363,2.053926658528663,5.5,1,7,22
intervention,4.739130434782608,1.8881783261398664,5,1,7,23
interview,6.04,1.1357816691600546,6,3,7,25
interviewer,6,1.5603789952109879,7,1,7,24
intestinal,1.608695652173913,1.0330506647252728,1,1,4,23
intestine,2.5454545454545454,2.154226692038849,2,1,7,22
intimacy,6.217391304347826,1.2415723806063765,7,3,7,23
intimidate,5.333333333333333,1.591644851508443,5,2,7,21
intolerable,4,2.309401076758503,3.5,1,7,22
intolerant,5.0476190476190474,1.9615348703551125,5,1,7,21
intoxicating,3.5416666666666665,1.887698545081139,3,1,7,24
intravenous,2.3181818181818183,1.9367710889731526,1,1,7,22
intricate,2.4782608695652173,1.8554481256654882,2,1,7,23
intrigue,4,2.0615528128088303,4,1,7,25
intro,3.1818181818181817,2.174229226018436,3,1,7,22
introduce,5.409090909090909,1.7904266825613682,6,1,7,22
introduction,4.8,2.179449471770337,5,1,7,25
intrude,4.842105263157895,1.9794263449218716,5,1,7,19
intruder,4.2,1.5423836644690752,4,1,6,20
intrusion,4.1,1.8035053587243284,4,1,7,20
intrusive,5.2727272727272725,1.931735419668473,6,1,7,22
intuition,4.523809523809524,1.7498299237082333,5,1,7,21
intuitive,3.5454545454545454,2.2409027247172113,2.5,1,7,22
invade,5.818181818181818,1.622354656674869,7,2,7,22
invalid,3.1818181818181817,1.8932552877030568,3,1,7,22
invaluable,3.5238095238095237,1.8060744065250363,3,1,7,21
invasion,5.681818181818182,1.6442211540614613,6,1,7,22
invasive,4.636363636363637,2.012945118960786,5,1,7,22
invent,4.681818181818182,1.912026191202452,5,1,7,22
invention,4.583333333333333,1.7672544824662637,4.5,1,7,24
inventive,4.190476190476191,2.0644381225662256,4,1,7,21
inventor,4.541666666666667,1.8172881532338392,5,1,7,24
inventory,1.85,1.6944180805158293,1,1,7,20
inverted,2.2916666666666665,1.6805580508625224,1.5,1,7,24
invest,3.96,1.8366636418607882,4,1,7,25
investigation,3.92,1.6812693617224654,4,1,7,25
investigative,4.5,1.9456912102680337,5,1,7,22
investigator,4.608695652173913,2.0832476925744094,5,1,7,23
investment,3.5652173913043477,2.128296095183822,3,1,7,23
investor,4.636363636363637,1.9650628136199264,5,1,7,22
invisibility,2.4285714285714284,1.2478553029669974,2,1,5,21
invisible,2.5217391304347827,1.8797863809339252,2,1,7,23
invitation,5.65,1.3869694338832115,6,3,7,20
invite,6.090909090909091,1.570838141735955,7,2,7,22
invoke,3.761904761904762,1.5134319246256802,4,1,6,21
involuntary,3.35,2.277463963548745,3,1,7,20
involve,4.590909090909091,2.0391195791342542,5,1,7,22
involvement,5.086956521739131,1.85651294533745,5,1,7,23
invulnerable,4.25,2.0483291175768223,4,1,7,24
ion,1.6,1.231174022502185,1,1,5,20
irate,4.666666666666667,1.909727421264462,4,1,7,18
ironic,3.7083333333333335,2.2356628560221465,3,1,7,24
irony,3.1818181818181817,2.0150945537631877,3,1,7,22
irregular,2.2,1.6091841672756186,2,1,7,20
irrelevant,2.88,2.147091055358389,2,1,7,25
irreparable,3.0952380952380953,2.0953463175513947,3,1,7,21
irreversible,2.65,1.7252002172135512,3,1,7,20
irrigate,1.9545454545454546,1.0900971004051374,2,1,4,22
irrigation,2,1.2018504251546631,2,1,5,19
irritable,3.869565217391304,1.765949341034112,4,1,7,23
irritate,4.363636363636363,1.8909673650694174,4,1,7,22
irritation,3.739130434782609,2.300541266436461,4,1,7,23
island,2.3636363636363638,1.760558746411803,2,1,7,22
isolate,4.454545454545454,2.1979919997963666,4.5,1,7,22
isolation,3.739130434782609,2.4535205003932212,4,1,7,23
issue,3.55,1.8771478925557026,4,1,7,20
itch,2.4761904761904763,1.6315344807587615,2,1,6,21
itchy,1.3333333333333333,0.6582805886043833,1,1,3,21
item,2,1.927248223318863,1,1,7,22
itinerary,3.1,1.970840055995359,3,1,7,20
ivory,1.7272727272727273,1.3863902488397422,1,1,7,22
jackal,1.3,0.8013147091860318,1,1,4,20
jackass,4.090909090909091,1.9495809295501945,4,1,7,22
jacket,1.7,1.3416407864998738,1,1,5,20
jackpot,2.772727272727273,2.0220644373373933,2,1,7,22
jackrabbit,2,1.7182493859684491,1,1,7,22
jagged,1.8636363636363635,1.6415861825701368,1,1,7,22
jailbird,4.363636363636363,2.3813852420378505,5,1,7,22
jailbreak,4.578947368421052,1.8948992782873186,5,1,7,19
janitorial,4.142857142857143,2.3512914384591777,4,1,7,21
jargon,3.75,2.345207879911715,5,1,7,24
jasmine,1.7272727272727273,1.2414207752110245,1,1,5,22
javelin,1.9,1.5861240410775603,1,1,6,20
jazzy,3.7916666666666665,2.105462185481552,4,1,7,24
jealous,5.631578947368421,1.7704527454797,6,1,7,19
jealousy,5.363636363636363,1.4653279998642446,6,3,7,22
jean,2.6818181818181817,2.190593823304836,1.5,1,7,22
jellyfish,1.3181818181818181,0.7162311170195086,1,1,4,22
jeopardy,3.8421052631578947,2.007296631313337,4,1,7,19
jerk,3.0416666666666665,2.31214499821132,2.5,1,7,24
jest,4.35,2.058998223459779,4,1,7,20
jewel,2.6666666666666665,2.1802805297497376,1,1,7,24
jeweler,4.260869565217392,2.0274792074788075,4,1,7,23
jewelry,3.2,2.5047323630532494,2,1,7,20
jiffy,2.7222222222222223,1.227410260553666,3,1,5,18
jig,3.15,2.1343062474478063,3,1,7,20
jiggle,2.0476190476190474,1.8567765206451334,1,1,7,21
jingle,3.1818181818181817,2.19602158971874,2,1,7,22
jinx,3.772727272727273,1.9501359703954755,3,1,7,22
jittery,3.35,1.8144159564878983,4,1,7,20
job,5.695652173913044,1.8199596051634985,7,1,7,23
join,4.681818181818182,1.8615498825892272,5,1,7,22
joke,5.428571428571429,1.8322507626258087,6,1,7,21
jolt,2.473684210526316,1.3485968449808852,3,1,5,19
jot,1.8421052631578947,1.2139539573337679,1,1,4,19
journalism,5.809523809523809,1.123345344008138,6,3,7,21
journalist,6,1.6787441193290353,7,1,7,23
journey,4,2.1320071635561044,4,1,7,23
joy,5.125,1.6762406177800526,5,1,7,24
joyful,4.363636363636363,2.1054454238712608,5,1,7,22
joyous,5.304347826086956,1.9408241597250206,6,1,7,23
joyride,3.3181818181818183,1.6150000335062251,4,1,6,22
jubilee,4.545454545454546,2.2409027247172113,5.5,1,7,22
judgment,5.3,1.8945906376340316,5.5,1,7,20
judicial,4.473684210526316,2.143942916234053,5,1,7,19
judo,5.1,1.9439514830419644,5,1,7,20
juggle,3.217391304347826,1.7309094230577289,3,1,6,23
juice,1.64,1.439907404430345,1,1,7,25
jukebox,3.0476190476190474,2.1789031753657726,3,1,7,21
jumbo,1.9166666666666667,1.6918388932104942,1,1,7,24
jumper,2.391304347826087,2.1049536905893422,1,1,7,23
jumpy,3.2,2.015727634065883,2.5,1,7,20
junction,2.6842105263157894,2.286497359595807,1,1,7,19
juncture,2.869565217391304,1.841549442134554,2,1,7,23
jungle,1.9523809523809523,1.6874889770363088,1,1,7,21
junior,5,1.8516401995451028,6,1,7,22
junk,2,1.3743685418725535,1,1,5,19
junkie,4.238095238095238,2.343176517139968,4,1,7,21
junky,3.6666666666666665,2.400980191995124,3.5,1,7,18
juror,4.55,1.8771478925557026,5,1,7,20
justice,6.181818181818182,1.0970247050377688,7,3,7,22
justifiable,4.631578947368421,1.8918106058538346,5,1,7,19
justification,4.28,2.1702534414210706,4,1,7,25
justify,4.315789473684211,2.05622717019268,4,1,7,19
juvenile,4.863636363636363,1.8592229443264616,5,1,7,22
kamikaze,3.142857142857143,1.9048809486609468,3,1,7,21
kangaroo,1.68,1.3453624047073711,1,1,7,25
karate,4.782608695652174,1.97614228736722,6,1,7,23
karma,4.166666666666667,2.2968156910907283,4.5,1,7,24
kebab,2.7916666666666665,2.1865033961668745,2,1,7,24
keeper,4.333333333333333,1.906130460732773,5,1,7,21
keepsake,3.1363636363636362,1.9831541626662395,2.5,1,7,22
kennel,2.6,1.9364916731037085,2,1,7,25
kerosene,1.6111111111111112,1.4199788270537859,1,1,5,18
ketchup,1.434782608695652,0.99206336658509775,1,1,5,23
keyboard,2.1363636363636362,1.67034226733424,1,1,6,22
keyhole,1.8695652173913044,1.358620551284111,1,1,5,23
keynote,2.217391304347826,1.8079753050186587,1,1,7,23
keyword,2.0833333333333335,1.7424786610050556,1,1,6,24
kicker,3.2,2.142305693455191,2.5,1,7,20
kickoff,3.238095238095238,2.233937373893053,3,1,7,21
kiddo,4.809523809523809,2.400396792595916,6,1,7,21
kidnapper,5.12,2.297099620536007,6,1,7,25
kidnapping,5.72,1.74451521441727,7,2,7,25
kids,5.95,1.6050905860647506,7,2,7,20
kill,5.095238095238095,2.406340830072953,6,1,7,21
killer,4.913043478260869,2.043015673820997,6,1,7,23
killing,5.833333333333333,1.7110044511584586,6.5,1,7,24
killjoy,4.130434782608695,1.765949341034112,5,1,7,23
kilo,1.9565217391304348,1.7704201060140095,1,1,7,23
kilometer,2.227272727272727,1.6599431482467268,1.5,1,7,22
kind,6,1.4770978917519928,7,2,7,23
kindergarten,5.666666666666667,1.9578900207451218,7,1,7,21
kindling,2.85,1.8994459025837258,2.5,1,7,20
kindness,6.142857142857143,1.2363540870525032,7,3,7,21
kinetic,2.0476190476190474,1.6271505915615332,1,1,5,21
kink,4.2105263157894735,2.200478416880723,5,1,7,19
kinky,5.238095238095238,1.9976176286957898,6,1,7,21
kinship,6.333333333333333,0.9128709291752769,7,5,7,21
kissy,5.375,1.8132963018384143,6,1,7,24
kitchen,3.7142857142857144,2.101020160371079,4,1,7,21
kitten,2.25,1.6819474927657678,2,1,6,20
kiwi,1.6521739130434783,1.3006535298622317,1,1,6,23
knack,3.0555555555555554,1.7311071677235326,3,1,6,18
knapsack,2.3157894736842106,1.4926721593968972,2,1,6,19
kneecap,1.9565217391304348,1.8944478895773593,1,1,7,23
knickers,1.9,1.2523661815266247,1,1,4,20
knighthood,4.954545454545454,2.1486933510585255,5,1,7,22
knock,2.9545454545454546,2.081146037924497,2,1,7,22
knockoff,2.761904761904762,1.813966976126134,2,1,6,21
knockout,4.043478260869565,2.3056898172991174,4,1,7,23
knowledge,4.625,1.9067956275430755,5,1,7,24
kryptonite,1.9565217391304348,1.6645572949412983,1,1,6,23
kudos,5.5,1.9601288894248496,6,1,7,20
labor,5.523809523809524,1.6917165134574887,6,2,7,21
laboratory,3.65,1.8144159564878983,4,1,7,20
laborer,4.608695652173913,2.1049536905893422,5,1,7,23
labyrinth,2.55,1.5035046776746235,2,1,5,20
lace,1.7083333333333333,1.2676293062133797,1,1,5,24
laceration,2.772727272727273,1.7976656339825077,2,1,7,22
lack,2.227272727272727,1.5715269548108202,1.5,1,7,22
lackey,4.15,2.3902213066443956,5,1,7,20
lacrosse,3.6363636363636362,2.49848438906955,3.5,1,7,22
lactose,1.8181818181818181,1.2960145368218983,1,1,6,22
ladder,1.6956521739130435,1.2223220304997613,1,1,5,23
ladybug,2.142857142857143,1.7968225924034427,1,1,7,21
lag,2.4347826086956523,1.9027751731835778,2,1,7,23
lair,2.75,1.860248992954834,2,1,7,20
lame,3.7083333333333335,2.1564698743178816,3,1,7,24
lament,3.9444444444444446,1.8620741825818619,4,1,7,18
landfall,2.45,1.9324105480761042,1.5,1,7,20
landlady,5.173913043478261,1.8253810041404177,6,1,7,23
landlord,4.958333333333333,2.0742555849952673,5.5,1,7,24
landmark,3.869565217391304,2.2624272529959533,4,1,7,23
landscape,2.260869565217391,1.7637097087556368,1,1,7,23
landscaping,3.04,1.4854853303438127,3,1,6,25
landslide,2.727272727272727,2.2078176723767013,1,1,7,22
language,6.421052631578948,1.4649910683718712,7,2,7,19
lantern,1.4166666666666667,0.8297022339981068,1,1,4,24
lapdog,3.3333333333333335,1.7822655773580136,3,1,7,18
lapse,2.4285714285714284,1.5675276256394517,2,1,5,21
larceny,4.55,2.235479461111784,5,1,7,20
large,2.9523809523809526,2.0365704131257156,3,1,7,21
laryngitis,2.1578947368421053,1.7082531003837693,1,1,7,19
lasting,2.6,2.0104987598001385,1.5,1,7,20
late,3.6956521739130435,2.2040207598571806,3,1,7,23
latent,2.9047619047619047,1.7292993351285921,3,1,7,21
lateral,2.130434782608696,1.179535649239177,2,1,4,23
lather,1.6818181818181819,1.5239786161593025,1,1,7,22
latitude,2.05,1.9324105480761042,1,1,7,20
laugh,5.521739130434782,1.7804382815218,6,1,7,23
laughable,4.571428571428571,2.3784749015162756,5,1,7,21
laughingstock,5.15,2.3004576203785834,6,1,7,20
laughter,5.857142857142857,1.3147514702678331,6,3,7,21
launch,2.857142857142857,2.242447642325552,2,1,7,21
launcher,2.0869565217391304,1.8068818816921464,1,1,7,23
launder,2.3333333333333335,1.6832508230603465,2,1,7,21
laundering,3.9523809523809526,2.438774087040259,4,1,7,21
laundry,2.1739130434782608,1.8003073957987255,1,1,7,23
lavatory,2.9130434782608696,1.9048513060141243,3,1,7,23
law,5.478260869565218,1.6200326937607632,6,1,7,23
lawful,4.590909090909091,2.281584472604007,5,1,7,22
lawless,4.782608695652174,2.2147546906871987,5,1,7,23
lawlessness,5.5,2.1398475105532757,7,1,7,20
lawsuit,4.4,2.179449471770337,4,1,7,25
laxative,2.3181818181818183,2.0091780749342596,1,1,7,22
layer,2.0952380952380953,1.5134319246256802,2,1,7,21
layman,4,2.176428750330035,5,1,7,20
layout,1.5238095238095237,0.8135752957807666,1,1,3,21
layover,3.130434782608696,1.9841267331701955,3,1,7,23
laziness,4.25,1.9836286468731117,4.5,1,7,24
lazy,4,2.0236694629405503,3.5,1,7,22
leaded,3.3181818181818183,2.4954504056928735,2.5,1,7,22
leaf,1.7391304347826086,1.5438261590885698,1,1,7,23
league,4.869565217391305,2.2422461916992353,6,1,7,23
leakage,1.7727272727272727,1.3068252399583533,1,1,5,22
leaky,2,1.7580981459830651,1,1,7,23
lean,2.590909090909091,1.893826836482176,2,1,7,22
leap,2.8333333333333335,2.0781820371926383,2,1,7,24
learn,5.409090909090909,1.7364191645888718,6,1,7,22
learner,4.954545454545454,1.8892496048071756,5,1,7,22
lease,4.157894736842105,2.115108557622118,4,1,7,19
leave,3.45,1.9049796241485242,3,1,6,20
lecturer,5.318181818181818,1.9367710889731526,6,1,7,22
ledger,2.75,1.9701723141310308,2,1,6,20
leech,3,2.2253945610567474,2,1,7,22
leeway,2.761904761904762,1.7292993351285921,3,1,5,21
leftovers,2.65,2.1830688201896455,1.5,1,7,20
lefty,3.0952380952380953,1.9976176286957898,3,1,7,21
legacy,4.4,2.326053807586891,4.5,1,7,20
legend,4.913043478260869,2.172410547970343,5,1,7,23
legendary,4.2272727272727275,2.4481639025005033,5,1,7,22
legion,4.458333333333333,2.225917820793826,5,1,7,24
legislation,5,1.841549442134554,5,1,7,24
legislature,5.095238095238095,2.0713464679952,6,1,7,21
legit,3.6956521739130435,2.0765964857012733,4,1,7,23
legitimacy,5.052631578947368,1.7150861400630166,5,2,7,19
legitimate,3.9565217391304346,2.225436849241172,4,1,7,23
legwork,2.6842105263157894,1.6004385363930504,2,1,5,19
leisure,5.090909090909091,1.8233692233542071,5,1,7,22
leisurely,3.65,2.2542357790099112,3.5,1,7,20
lemonade,2.0952380952380953,1.868281614338746,1,1,7,21
lend,5,1.7056057308448835,5,1,7,23
lengthy,2.5833333333333335,1.9763089590064797,2,1,7,24
leniency,5.095238095238095,1.868281614338746,6,1,7,21
lenient,4.545454545454546,2.063913820812356,4.5,1,7,22
leopard,1.5833333333333333,1.017954755408103,1,1,5,24
leotard,2.1818181818181817,1.2587357087234732,2,1,5,22
leprosy,2.9565217391304346,2.099312893426306,2,1,7,23
lesion,2.1363636363636362,1.67034226733424,1,1,6,22
lessen,2.380952380952381,1.6575943555704598,2,1,7,21
lesson,4.619047619047619,2.0365704131257156,5,1,7,21
lethal,3.772727272727273,2.348896765998033,4.5,1,7,22
letterhead,2.4285714285714284,1.7484687178050562,2,1,7,21
lettering,3.3181818181818183,2.0560332505270256,4,1,7,22
lettuce,1.5909090909090908,1.1405550406998344,1,1,5,22
level,2.0434782608695654,1.4295028019803129,1,1,5,23
lever,1.6363636363636365,0.9534625892455924,1,1,4,22
leverage,3.473684210526316,2.195156816788358,4,1,7,19
levitate,2.0476190476190474,1.1169686869465265,2,1,4,21
lewd,4.8,1.7947291248483563,5,1,7,20
liability,4.6521739130434785,1.824298013238714,5,1,7,23
liable,3.391304347826087,1.9244628633083478,3,1,6,23
liaison,5.7894736842105265,1.548438186920437,6,2,7,19
liar,5.5,1.6547190813232433,6,1,7,22
liberate,5.217391304347826,1.7569736827110218,5,1,7,23
liberating,4.434782608695652,1.8543826945551485,5,1,7,23
liberation,4.818181818181818,2.19602158971874,5.5,1,7,22
liberty,5.681818181818182,1.7831583439654706,6,1,7,22
libido,5.181818181818182,2.2601382940486423,7,1,7,22
librarian,4.894736842105263,1.6962290477574484,5,1,7,19
license,4.15,2.1343062474478063,4,1,7,20
lie,5.9,1.7740824166460338,7,2,7,20
lieutenant,4.809523809523809,2.0400746951777924,5,1,7,21
life,5.739130434782608,1.8639496507135747,7,1,7,23
lifeboat,3.8095238095238093,2.2498677209793385,4,1,7,21
lifeguard,5.782608695652174,1.0852951730511942,6,4,7,23
lifeless,2.9565217391304346,1.8944478895773593,3,1,6,23
lifelike,3.5833333333333335,2.2441550490235675,3.5,1,7,24
lifeline,4.391304347826087,2.2711456947537334,5,1,7,23
lifelong,4.913043478260869,2.1513852509543043,5,1,7,23
lifetime,4.454545454545454,1.9694638556693238,5,1,7,22
ligament,2.1,1.651155894963793,1,1,6,20
lighten,2.6363636363636362,1.8399134178763372,2,1,7,22
lightheaded,2.9545454545454546,2.1707420878863553,2.5,1,7,22
lighthouse,2.3043478260869565,1.5206094056091055,2,1,7,23
lighting,1.88,1.332916601542147,1,1,6,25
lightness,2.04,1.457166199626293,1,1,6,25
lightning,1.8636363636363635,1.4895015000377538,1,1,7,22
lightweight,2.8,1.7559422921421233,2,1,7,25
likable,5.909090909090909,1.1509454047327026,6,3,7,22
likelihood,3,2.073644135332772,2,1,6,21
likeness,4.75,1.996707816698066,5,1,7,20
lilac,1.7142857142857142,1.1464230084422218,1,1,5,21
limber,2.6470588235294117,1.5387160422974504,3,1,6,17
limbo,2.9523809523809526,2.1789031753657726,3,1,7,21
limelight,3.2083333333333335,2.105462185481552,2,1,7,24
limestone,1.4285714285714286,1.2478553029669974,1,1,6,21
limit,2.4347826086956523,1.926515624279462,1,1,7,23
limitless,2.9757914338919926,1.9291002507165211,3,1,7,537
limousine,4.083333333333333,2.0624313778658907,4,1,7,24
line,1.826086956521739,1.2667845448236068,1,1,6,23
lineage,4.541666666666667,2.166527308784762,5,1,7,24
linear,1.608695652173913,0.9409439377939295,1,1,4,23
liner,2.6,2.036508880671192,1,1,6,20
lineup,4.666666666666667,2.057506581601462,5,1,7,21
linger,3.391304347826087,1.8766297265136729,3,1,7,23
lingerie,3.4,2.273030282830976,3,1,7,25
lingering,3.3181818181818183,1.886956825315847,3,1,7,22
lingo,4.2272727272727275,2.408947966027972,4,1,7,22
linguist,5.45,2.0384462607326044,6.5,1,7,20
linguistics,4.608695652173913,2.425979285581628,5,1,7,23
link,3.409090909090909,2.281584472604007,3,1,7,22
lint,2.0454545454545454,1.1742179860604585,1.5,1,4,22
lipstick,2.7083333333333335,2.2356628560221465,1.5,1,7,24
liquidate,2.8636363636363638,2.166749915150614,2,1,7,22
listen,5.4,1.7320508075688772,5,1,7,25
listener,5.7727272727272725,1.6599431482467268,6.5,1,7,22
listing,3.4285714285714284,2.1111946516469904,3,1,7,21
listless,2.727272727272727,1.4858641283079042,2,1,5,22
liter,2.2083333333333335,1.587427962533067,1.5,1,6,24
literacy,5.2272727272727275,2.1365708658818376,6,1,7,22
literary,3.260869565217391,2.1366369348357592,3,1,7,23
literature,4.7,1.8093325317714033,5,1,7,20
litigation,4.666666666666667,2.2876479915697985,5,1,7,21
lively,4.7727272727272725,1.9983759640033938,5,1,7,22
livestock,2.347826086956522,1.8490463304135487,1,1,7,23
livid,3.8260869565217392,2.1245785445812215,4,1,7,23
loader,2.388888888888889,1.9140007034508784,1.5,1,7,18
loathe,4.85,2.3457688673327066,5.5,1,7,20
loathing,4.2272727272727275,2.408947966027972,4.5,1,7,22
loathsome,3.526315789473684,2.2452028132252595,4,1,7,19
lobbyist,5.647058823529412,1.6934128435864448,6,1,7,17
lobotomy,2.55,1.700619082322051,2,1,6,20
lobster,1.65,1.6944180805158293,1,1,7,20
local,4.434782608695652,1.926515624279462,5,1,7,23
localized,3.8,2.3804761428476167,4,1,7,25
locate,3.0454545454545454,1.6176783106919363,3,1,6,22
location,3.8333333333333335,2.2586388102931196,3,1,7,24
locator,3.0454545454545454,1.6468519095902983,3.5,1,5,22
locksmith,3.8,2.1908902300206643,3,1,7,20
lockup,3.4583333333333335,2.302723655127566,3,1,7,24
locust,1.7142857142857142,1.230563169563316,1,1,5,21
lofty,2.8095238095238093,1.9904534061124772,2,1,7,21
logic,3.9473684210526314,2.2723870027040904,4,1,7,19
logical,3.76,2.259793500890439,5,1,7,25
logistics,4.090909090909091,2.408498661171685,4,1,7,22
lollipop,1.4545454545454546,0.9625003513801574,1,1,5,22
loneliness,4.818181818181818,2.4228350893384945,6,1,7,22
loner,3.3181818181818183,2.2548648705444823,3,1,7,22
longevity,3.1904761904761907,2.2275333357561142,3,1,7,21
longitude,1.5,1.0118347314702751,1,1,5,22
longtime,2.7142857142857144,1.7647338933351153,2,1,7,21
look,3.6666666666666665,1.7701224063135672,4,1,7,21
looker,4.863636363636363,1.9345346320043595,5,1,7,22
lookout,3.3636363636363638,1.9406786870148718,3.5,1,7,22
loony,3.85,2.007223796297028,3,1,7,20
loophole,2.739130434782609,2.0274792074788075,2,1,6,23
loopy,3.5238095238095237,1.8335497707738293,4,1,7,21
loose,3.4444444444444446,2.381848570832975,3.5,1,7,18
loosen,2.5,1.6832508230603465,2,1,7,22
lord,5.136363636363637,2.053926658528663,6,1,7,22
lordship,5.2272727272727275,1.743882318599951,5.5,1,7,22
lore,3.9545454545454546,1.7587136188344004,4,1,7,22
loser,4.916666666666667,2.0624313778658907,5.5,1,7,24
loss,4,1.9493588689617927,4,1,7,21
lost,2.8,1.6583123951777,3,1,7,25
loudmouth,5.545454545454546,1.143398140351517,5,3,7,22
loudspeaker,4.318181818181818,1.6729319468230914,4,1,7,22
lousy,4.157894736842105,2.630233574223164,5,1,7,19
lovable,6.142857142857143,1.2363540870525032,7,3,7,21
loveless,4.7727272727272725,2.1587434215703265,5,1,7,22
loveliness,5.608695652173913,1.37308976184048,6,3,7,23
lovesick,5.086956521739131,1.9980227380237892,5,2,7,23
low,2.2916666666666665,1.6805580508625224,1.5,1,6,24
lowdown,2.65,1.7851728502481652,2,1,7,20
lowlife,4.541666666666667,2.413353551040303,4.5,1,7,24
loyal,6.3478260869565215,0.8846517369293828,7,4,7,23
loyalty,5.916666666666667,1.4116492564331997,6.5,3,7,24
lubricant,2.142857142857143,1.651838802235687,1,1,6,21
lucid,3.3333333333333335,2.140025734641417,3,1,7,24
luck,3.473684210526316,1.9255135260966842,3,1,7,19
lucrative,3.4347826086956523,1.6466518911393766,3,1,7,23
ludicrous,3.789473684210526,2.393949488198693,3,1,7,19
luggage,2.375,1.8606333657491823,2,1,7,24
lullaby,4.045454545454546,1.9634098795153179,4.5,1,7,22
lumbar,2.55,1.7910596686995397,2,1,6,20
lumber,1.7142857142857142,1.1464230084422218,1,1,5,21
lumberjack,3.8260869565217392,2.4430266978975723,3,1,7,23
luminous,2.0476190476190474,1.6575943555704598,1,1,7,21
lunacy,3.3333333333333335,2.140025734641417,3,1,7,24
lunatic,3.857142857142857,2.220038609702865,4,1,7,21
lunch,4.5,1.7660825629193044,4,1,7,22
lunchtime,4.333333333333333,2.330951164939612,5,1,7,21
lurk,3.6315789473684212,1.6401397743888062,4,1,6,19
luscious,2.5789473684210527,2.1164905300385093,2,1,7,19
lush,3.4347826086956523,1.8297065576087663,3,1,7,23
lust,5.043478260869565,1.94184216355045,5,1,7,23
lustful,4.904761904761905,2.047065262876636,4,1,7,21
lusty,4.055555555555555,2.1820719301839553,4,1,7,18
luxurious,3.9047619047619047,2.188715648611347,4,1,7,21
luxury,3.4166666666666665,2.165272684236664,3,1,7,24
lyrical,3.4285714285714284,2.1580414400893364,3,1,7,21
macaroni,1.619047619047619,1.3219754338182867,1,1,5,21
machete,2.1904761904761907,1.9904534061124772,1,1,7,21
machine,2.272727272727273,1.5790840679034455,2,1,7,22
machinery,2.4761904761904763,1.9395630337539334,2,1,7,21
mad,4.636363636363637,2.012945118960786,4,2,7,22
madam,4.5,1.9110661718118183,5,1,7,24
madhouse,4.523809523809524,2.2498677209793385,5,1,7,21
madness,4.714285714285714,2.194148061158525,5,1,7,21
magenta,1.6818181818181819,1.6150000335062251,1,1,7,22
magic,3.130434782608696,1.8166990000869698,4,1,7,23
magical,3.142857142857143,1.9566735620873066,3,1,7,21
magician,4.454545454545454,2.154226692038849,4.5,1,7,22
magistrate,5.238095238095238,1.6402671094904606,5,1,7,21
magnetic,1.85,1.348488432516786,1,1,6,20
magnetism,2.45,1.7312909694943341,1.5,1,6,20
magnification,2.9047619047619047,1.868281614338746,2,1,7,21
magnify,2.4545454545454546,1.625020812387534,2,1,5,22
magnifying,2.5,1.7621756887140216,2,1,6,20
magnitude,2.3333333333333335,1.3165611772087666,2,1,5,21
magnolia,1.2777777777777777,0.7519039015221181,1,1,4,18
mailing,4.043478260869565,1.9881069312188604,4,1,7,23
mainstream,5.666666666666667,1.7856107630448046,7,1,7,24
maintain,2.6842105263157894,1.634782743939708,3,1,6,19
maintenance,3.0454545454545454,1.8120567826505283,3,1,7,22
majesty,4.4,2.1213203435596424,5,1,7,25
majority,5.391304347826087,1.6163688382741959,6,1,7,23
make,2.391304347826087,1.5296800151066237,2,1,6,23
makeshift,2.608695652173913,1.5879984667608413,2,1,7,23
makeup,5.0476190476190474,2.290768222151479,6,1,7,21
malaria,3.0434782608695654,2.163294223454868,3,1,7,23
malfunction,1.619047619047619,0.9206622874969125,1,1,4,21
malice,3.1176470588235294,1.996320144076861,3,1,7,17
malicious,4.666666666666667,1.906130460732773,5,1,7,21
malignant,4.695652173913044,2.2448887927243977,5,1,7,23
malnutrition,2.8181818181818183,2.0150945537631877,2,1,7,22
malt,1.8571428571428572,1.3147514702678331,1,1,5,21
mammal,4.363636363636363,2.2370357628632145,4.5,1,7,22
man,5.6521739130434785,1.873467753372046,7,1,7,23
manage,4.25,2.0054274183910974,4.5,1,7,24
management,6.181818181818182,1.401915819643949,7,2,7,22
manager,5.72,1.6206994374857624,6,2,7,25
managerial,5.142857142857143,1.4589624493356326,5,1,7,21
mandarin,2.8636363636363638,2.007022303846803,2,1,7,22
mandate,3.7142857142857144,2.4319304501333328,3,1,7,21
mandatory,3.4545454545454546,1.7922391615298479,3.5,1,7,22
mandolin,2.4210526315789473,1.5024346712987118,2,1,5,19
maneuver,2.2857142857142856,1.4192553379451192,2,1,5,21
mangle,2.6666666666666665,1.88048714009375,2.5,1,7,24
manhole,3.111111111111111,2.0832352918107335,2.5,1,7,18
manhood,5.25,1.5948285992135849,5,2,7,24
manhunt,5.714285714285714,1.6168752933623898,6,1,7,21
mania,3.761904761904762,1.9976176286957898,4,1,7,21
maniac,4.521739130434782,1.9038135226050252,5,1,7,23
maniacal,3.772727272727273,2.3890986182642626,3.5,1,7,22
manicure,4.333333333333333,2.0989990713312086,4.5,1,7,24
manicurist,3.5714285714285716,2.3145502494313788,3,1,7,21
manifestation,4.6521739130434785,2.2685336804395337,5,1,7,23
manifesto,4.791666666666667,1.9776834640705199,5,1,7,24
